Gene,GO_ID,GO_term,Ontology
RSG1,GO:0036064,ciliary basal body,CC
RSG1,GO:0005856,cytoskeleton,CC
RSG1,GO:0005929,cilium,CC
RSG1,GO:0042995,cell projection,CC
RSG1,GO:0005515,protein binding,MF
RSG1,GO:0005525,GTP binding,MF
RSG1,GO:0000166,nucleotide binding,MF
SPATA21,GO:0005509,calcium ion binding,MF
SPATA21,GO:0046872,metal ion binding,MF
CROCCP3,GO:0051297,centrosome organization,BP
CROCCP3,GO:0035253,ciliary rootlet,CC
NBPF1,GO:0005737,cytoplasm,CC
NBPF1,GO:0044822,poly(A) RNA binding,MF
CROCCP2,GO:0051297,centrosome organization,BP
CROCCP2,GO:0035253,ciliary rootlet,CC
CROCCP2,GO:0005515,protein binding,MF
ESPNP,GO:0051017,actin filament bundle assembly,BP
ESPNP,GO:0003779,actin binding,MF
ESPNP,GO:0051015,actin filament binding,MF
MST1L,GO:0006508,proteolysis,BP
MST1L,GO:0010758,regulation of macrophage chemotaxis,BP
MST1L,GO:0033601,positive regulation of mammary gland epithelial cell proliferation,BP
MST1L,GO:0005615,extracellular space,CC
MST1L,GO:0005576,extracellular region,CC
MST1L,GO:0004252,serine-type endopeptidase activity,MF
MST1L,GO:0008233,peptidase activity,MF
MST1L,GO:0016787,hydrolase activity,MF
MFAP2,GO:0030198,extracellular matrix organization,BP
MFAP2,GO:0030220,platelet formation,BP
MFAP2,GO:0048048,embryonic eye morphogenesis,BP
MFAP2,GO:0048050,post-embryonic eye morphogenesis,BP
MFAP2,GO:0001527,microfibril,CC
MFAP2,GO:0005576,extracellular region,CC
MFAP2,GO:0005578,proteinaceous extracellular matrix,CC
MFAP2,GO:0001968,fibronectin binding,MF
MFAP2,GO:0070051,fibrinogen binding,MF
ATP13A2,GO:0006874,cellular calcium ion homeostasis,BP
ATP13A2,GO:0008152,metabolic process,BP
ATP13A2,GO:0034220,ion transmembrane transport,BP
ATP13A2,GO:0055085,transmembrane transport,BP
ATP13A2,GO:0071287,cellular response to manganese ion,BP
ATP13A2,GO:0098655,cation transmembrane transport,BP
ATP13A2,GO:0006812,cation transport,BP
ATP13A2,GO:0005764,lysosome,CC
ATP13A2,GO:0005765,lysosomal membrane,CC
ATP13A2,GO:0005887,integral component of plasma membrane,CC
ATP13A2,GO:0012506,vesicle membrane,CC
ATP13A2,GO:0043202,lysosomal lumen,CC
ATP13A2,GO:0016020,membrane,CC
ATP13A2,GO:0016021,integral component of membrane,CC
ATP13A2,GO:0005515,protein binding,MF
ATP13A2,GO:0005524,ATP binding,MF
ATP13A2,GO:0016887,ATPase activity,MF
ATP13A2,GO:0019829,cation-transporting ATPase activity,MF
ATP13A2,GO:0046872,metal ion binding,MF
ATP13A2,GO:0000166,nucleotide binding,MF
ATP13A2,GO:0016787,hydrolase activity,MF
SDHB,GO:0006099,tricarboxylic acid cycle,BP
SDHB,GO:0006105,succinate metabolic process,BP
SDHB,GO:0009060,aerobic respiration,BP
SDHB,GO:0022904,respiratory electron transport chain,BP
SDHB,GO:0044237,cellular metabolic process,BP
SDHB,GO:0044281,small molecule metabolic process,BP
SDHB,GO:0055114,oxidation-reduction process,BP
SDHB,GO:0005654,nucleoplasm,CC
SDHB,GO:0005739,mitochondrion,CC
SDHB,GO:0005743,mitochondrial inner membrane,CC
SDHB,GO:0005749,"mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)",CC
SDHB,GO:0005886,plasma membrane,CC
SDHB,GO:0070062,extracellular exosome,CC
SDHB,GO:0016020,membrane,CC
SDHB,GO:0045273,respiratory chain complex II,CC
SDHB,GO:0005515,protein binding,MF
SDHB,GO:0008177,succinate dehydrogenase (ubiquinone) activity,MF
SDHB,GO:0009055,electron carrier activity,MF
SDHB,GO:0046872,metal ion binding,MF
SDHB,GO:0048039,ubiquinone binding,MF
SDHB,GO:0051537,"2 iron, 2 sulfur cluster binding",MF
SDHB,GO:0051538,"3 iron, 4 sulfur cluster binding",MF
SDHB,GO:0051539,"4 iron, 4 sulfur cluster binding",MF
SDHB,GO:0016491,oxidoreductase activity,MF
SDHB,GO:0051536,iron-sulfur cluster binding,MF
PADI2,GO:0010848,regulation of chromatin disassembly,BP
PADI2,GO:0018101,protein citrullination,BP
PADI2,GO:0021762,substantia nigra development,BP
PADI2,GO:0030520,intracellular estrogen receptor signaling pathway,BP
PADI2,GO:0036413,histone H3-R26 citrullination,BP
PADI2,GO:0048096,chromatin-mediated maintenance of transcription,BP
PADI2,GO:0070100,negative regulation of chemokine-mediated signaling pathway,BP
PADI2,GO:1901624,negative regulation of lymphocyte chemotaxis,BP
PADI2,GO:0005737,cytoplasm,CC
PADI2,GO:0035327,transcriptionally active chromatin,CC
PADI2,GO:0070062,extracellular exosome,CC
PADI2,GO:0004668,protein-arginine deiminase activity,MF
PADI2,GO:0005509,calcium ion binding,MF
PADI2,GO:0030331,estrogen receptor binding,MF
PADI2,GO:0016787,hydrolase activity,MF
RCC2,GO:0000278,mitotic cell cycle,BP
RCC2,GO:0007067,mitotic nuclear division,BP
RCC2,GO:0007229,integrin-mediated signaling pathway,BP
RCC2,GO:0007264,small GTPase mediated signal transduction,BP
RCC2,GO:0010762,regulation of fibroblast migration,BP
RCC2,GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,BP
RCC2,GO:0030334,regulation of cell migration,BP
RCC2,GO:0034260,negative regulation of GTPase activity,BP
RCC2,GO:0045184,establishment of protein localization,BP
RCC2,GO:0048041,focal adhesion assembly,BP
RCC2,GO:0051301,cell division,BP
RCC2,GO:0051895,negative regulation of focal adhesion assembly,BP
RCC2,GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore,BP
RCC2,GO:0072356,chromosome passenger complex localization to kinetochore,BP
RCC2,GO:0090630,activation of GTPase activity,BP
RCC2,GO:1900025,negative regulation of substrate adhesion-dependent cell spreading,BP
RCC2,GO:1900027,regulation of ruffle assembly,BP
RCC2,GO:0007049,cell cycle,BP
RCC2,GO:0005730,nucleolus,CC
RCC2,GO:0005829,cytosol,CC
RCC2,GO:0005874,microtubule,CC
RCC2,GO:0005886,plasma membrane,CC
RCC2,GO:0016020,membrane,CC
RCC2,GO:0030496,midbody,CC
RCC2,GO:0031901,early endosome membrane,CC
RCC2,GO:0034506,"chromosome, centromeric core domain",CC
RCC2,GO:1990023,mitotic spindle midzone,CC
RCC2,GO:0000775,"chromosome, centromeric region",CC
RCC2,GO:0005634,nucleus,CC
RCC2,GO:0005694,chromosome,CC
RCC2,GO:0005737,cytoplasm,CC
RCC2,GO:0005819,spindle,CC
RCC2,GO:0005856,cytoskeleton,CC
RCC2,GO:0005515,protein binding,MF
RCC2,GO:0008017,microtubule binding,MF
RCC2,GO:0019901,protein kinase binding,MF
RCC2,GO:0019904,protein domain specific binding,MF
RCC2,GO:0031267,small GTPase binding,MF
RCC2,GO:0044822,poly(A) RNA binding,MF
RCC2,GO:0048365,Rac GTPase binding,MF
TAS1R2,GO:0001582,detection of chemical stimulus involved in sensory perception of sweet taste,BP
TAS1R2,GO:0007186,G-protein coupled receptor signaling pathway,BP
TAS1R2,GO:0032467,positive regulation of cytokinesis,BP
TAS1R2,GO:0050916,sensory perception of sweet taste,BP
TAS1R2,GO:0007165,signal transduction,BP
TAS1R2,GO:0050896,response to stimulus,BP
TAS1R2,GO:0050909,sensory perception of taste,BP
TAS1R2,GO:0005886,plasma membrane,CC
TAS1R2,GO:0016021,integral component of membrane,CC
TAS1R2,GO:0043235,receptor complex,CC
TAS1R2,GO:1903767,sweet taste receptor complex,CC
TAS1R2,GO:0016020,membrane,CC
TAS1R2,GO:0008527,taste receptor activity,MF
TAS1R2,GO:0033041,sweet taste receptor activity,MF
TAS1R2,GO:0046982,protein heterodimerization activity,MF
TAS1R2,GO:0004871,signal transducer activity,MF
TAS1R2,GO:0004930,G-protein coupled receptor activity,MF
ALDH4A1,GO:0006537,glutamate biosynthetic process,BP
ALDH4A1,GO:0006560,proline metabolic process,BP
ALDH4A1,GO:0006561,proline biosynthetic process,BP
ALDH4A1,GO:0006562,proline catabolic process,BP
ALDH4A1,GO:0010133,proline catabolic process to glutamate,BP
ALDH4A1,GO:0019470,4-hydroxyproline catabolic process,BP
ALDH4A1,GO:0034641,cellular nitrogen compound metabolic process,BP
ALDH4A1,GO:0044281,small molecule metabolic process,BP
ALDH4A1,GO:0055114,oxidation-reduction process,BP
ALDH4A1,GO:0008152,metabolic process,BP
ALDH4A1,GO:0005759,mitochondrial matrix,CC
ALDH4A1,GO:0005739,mitochondrion,CC
ALDH4A1,GO:0003842,1-pyrroline-5-carboxylate dehydrogenase activity,MF
ALDH4A1,GO:0004029,aldehyde dehydrogenase (NAD) activity,MF
ALDH4A1,GO:0009055,electron carrier activity,MF
ALDH4A1,GO:0042802,identical protein binding,MF
ALDH4A1,GO:0016491,oxidoreductase activity,MF
ALDH4A1,GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",MF
IFFO2,GO:0005882,intermediate filament,CC
IFFO2,GO:0005198,structural molecule activity,MF
UBR4,GO:0016032,viral process,BP
UBR4,GO:0042787,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,BP
UBR4,GO:0016567,protein ubiquitination,BP
UBR4,GO:0008152,metabolic process,BP
UBR4,GO:0005654,nucleoplasm,CC
UBR4,GO:0005737,cytoplasm,CC
UBR4,GO:0005813,centrosome,CC
UBR4,GO:0016020,membrane,CC
UBR4,GO:0016021,integral component of membrane,CC
UBR4,GO:0005634,nucleus,CC
UBR4,GO:0005856,cytoskeleton,CC
UBR4,GO:0004842,ubiquitin-protein transferase activity,MF
UBR4,GO:0005515,protein binding,MF
UBR4,GO:0005516,calmodulin binding,MF
UBR4,GO:0008270,zinc ion binding,MF
UBR4,GO:0016874,ligase activity,MF
UBR4,GO:0046872,metal ion binding,MF
EMC1,GO:0034975,protein folding in endoplasmic reticulum,BP
EMC1,GO:0016021,integral component of membrane,CC
EMC1,GO:0072546,ER membrane protein complex,CC
EMC1,GO:0005783,endoplasmic reticulum,CC
EMC1,GO:0016020,membrane,CC
AKR7L,GO:0006805,xenobiotic metabolic process,BP
AKR7L,GO:0044281,small molecule metabolic process,BP
AKR7L,GO:0055114,oxidation-reduction process,BP
AKR7L,GO:0005829,cytosol,CC
AKR7L,GO:0070062,extracellular exosome,CC
AKR7L,GO:0016491,oxidoreductase activity,MF
AKR7A3,GO:0006081,cellular aldehyde metabolic process,BP
AKR7A3,GO:0006805,xenobiotic metabolic process,BP
AKR7A3,GO:0044281,small molecule metabolic process,BP
AKR7A3,GO:0055114,oxidation-reduction process,BP
AKR7A3,GO:0005829,cytosol,CC
AKR7A3,GO:0070062,extracellular exosome,CC
AKR7A3,GO:0005737,cytoplasm,CC
AKR7A3,GO:0004033,aldo-keto reductase (NADP) activity,MF
AKR7A3,GO:0005515,protein binding,MF
AKR7A3,GO:0009055,electron carrier activity,MF
AKR7A3,GO:0016491,oxidoreductase activity,MF
AKR7A2,GO:0005975,carbohydrate metabolic process,BP
AKR7A2,GO:0006081,cellular aldehyde metabolic process,BP
AKR7A2,GO:0006805,xenobiotic metabolic process,BP
AKR7A2,GO:0044281,small molecule metabolic process,BP
AKR7A2,GO:0044597,daunorubicin metabolic process,BP
AKR7A2,GO:0044598,doxorubicin metabolic process,BP
AKR7A2,GO:0055114,oxidation-reduction process,BP
AKR7A2,GO:0005739,mitochondrion,CC
AKR7A2,GO:0005794,Golgi apparatus,CC
AKR7A2,GO:0005829,cytosol,CC
AKR7A2,GO:0070062,extracellular exosome,CC
AKR7A2,GO:0005737,cytoplasm,CC
AKR7A2,GO:0004032,alditol:NADP+ 1-oxidoreductase activity,MF
AKR7A2,GO:0009055,electron carrier activity,MF
AKR7A2,GO:0019119,"phenanthrene-9,10-epoxide hydrolase activity",MF
AKR7A2,GO:0016491,oxidoreductase activity,MF
AKR7A2,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",MF
CAPZB,GO:0006928,movement of cell or subcellular component,BP
CAPZB,GO:0007010,cytoskeleton organization,BP
CAPZB,GO:0007596,blood coagulation,BP
CAPZB,GO:0010591,regulation of lamellipodium assembly,BP
CAPZB,GO:0022604,regulation of cell morphogenesis,BP
CAPZB,GO:0030036,actin cytoskeleton organization,BP
CAPZB,GO:0051016,barbed-end actin filament capping,BP
CAPZB,GO:0051490,negative regulation of filopodium assembly,BP
CAPZB,GO:0051693,actin filament capping,BP
CAPZB,GO:0005829,cytosol,CC
CAPZB,GO:0005856,cytoskeleton,CC
CAPZB,GO:0005884,actin filament,CC
CAPZB,GO:0008290,F-actin capping protein complex,CC
CAPZB,GO:0015629,actin cytoskeleton,CC
CAPZB,GO:0030017,sarcomere,CC
CAPZB,GO:0070062,extracellular exosome,CC
CAPZB,GO:0071203,WASH complex,CC
CAPZB,GO:0005737,cytoplasm,CC
CAPZB,GO:0003779,actin binding,MF
CAPZB,GO:0051015,actin filament binding,MF
TMCO4,GO:0016021,integral component of membrane,CC
TMCO4,GO:0016020,membrane,CC
RNF186,GO:0016021,integral component of membrane,CC
RNF186,GO:0016020,membrane,CC
RNF186,GO:0008270,zinc ion binding,MF
RNF186,GO:0046872,metal ion binding,MF
PLA2G2E,GO:0006644,phospholipid metabolic process,BP
PLA2G2E,GO:0006654,phosphatidic acid biosynthetic process,BP
PLA2G2E,GO:0006954,inflammatory response,BP
PLA2G2E,GO:0016042,lipid catabolic process,BP
PLA2G2E,GO:0036148,phosphatidylglycerol acyl-chain remodeling,BP
PLA2G2E,GO:0036149,phosphatidylinositol acyl-chain remodeling,BP
PLA2G2E,GO:0036150,phosphatidylserine acyl-chain remodeling,BP
PLA2G2E,GO:0036151,phosphatidylcholine acyl-chain remodeling,BP
PLA2G2E,GO:0036152,phosphatidylethanolamine acyl-chain remodeling,BP
PLA2G2E,GO:0044281,small molecule metabolic process,BP
PLA2G2E,GO:0046474,glycerophospholipid biosynthetic process,BP
PLA2G2E,GO:0006629,lipid metabolic process,BP
PLA2G2E,GO:0005576,extracellular region,CC
PLA2G2E,GO:0004623,phospholipase A2 activity,MF
PLA2G2E,GO:0005509,calcium ion binding,MF
PLA2G2E,GO:0016787,hydrolase activity,MF
PLA2G2E,GO:0046872,metal ion binding,MF
PLA2G2A,GO:0006644,phospholipid metabolic process,BP
PLA2G2A,GO:0006654,phosphatidic acid biosynthetic process,BP
PLA2G2A,GO:0010744,positive regulation of macrophage derived foam cell differentiation,BP
PLA2G2A,GO:0016042,lipid catabolic process,BP
PLA2G2A,GO:0034374,low-density lipoprotein particle remodeling,BP
PLA2G2A,GO:0035019,somatic stem cell population maintenance,BP
PLA2G2A,GO:0036148,phosphatidylglycerol acyl-chain remodeling,BP
PLA2G2A,GO:0036149,phosphatidylinositol acyl-chain remodeling,BP
PLA2G2A,GO:0036150,phosphatidylserine acyl-chain remodeling,BP
PLA2G2A,GO:0036151,phosphatidylcholine acyl-chain remodeling,BP
PLA2G2A,GO:0036152,phosphatidylethanolamine acyl-chain remodeling,BP
PLA2G2A,GO:0044281,small molecule metabolic process,BP
PLA2G2A,GO:0046473,phosphatidic acid metabolic process,BP
PLA2G2A,GO:0046474,glycerophospholipid biosynthetic process,BP
PLA2G2A,GO:0050680,negative regulation of epithelial cell proliferation,BP
PLA2G2A,GO:0050729,positive regulation of inflammatory response,BP
PLA2G2A,GO:0050830,defense response to Gram-positive bacterium,BP
PLA2G2A,GO:0070374,positive regulation of ERK1 and ERK2 cascade,BP
PLA2G2A,GO:0006629,lipid metabolic process,BP
PLA2G2A,GO:0008285,negative regulation of cell proliferation,BP
PLA2G2A,GO:0042127,regulation of cell proliferation,BP
PLA2G2A,GO:0050678,regulation of epithelial cell proliferation,BP
PLA2G2A,GO:0005576,extracellular region,CC
PLA2G2A,GO:0005615,extracellular space,CC
PLA2G2A,GO:0005739,mitochondrion,CC
PLA2G2A,GO:0005783,endoplasmic reticulum,CC
PLA2G2A,GO:0005789,endoplasmic reticulum membrane,CC
PLA2G2A,GO:0030141,secretory granule,CC
PLA2G2A,GO:0048471,perinuclear region of cytoplasm,CC
PLA2G2A,GO:0070062,extracellular exosome,CC
PLA2G2A,GO:0016020,membrane,CC
PLA2G2A,GO:0004623,phospholipase A2 activity,MF
PLA2G2A,GO:0005509,calcium ion binding,MF
PLA2G2A,GO:0005543,phospholipid binding,MF
PLA2G2A,GO:0047498,calcium-dependent phospholipase A2 activity,MF
PLA2G2A,GO:0016787,hydrolase activity,MF
PLA2G2A,GO:0046872,metal ion binding,MF
PLA2G2D,GO:0002361,"CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation",BP
PLA2G2D,GO:0006644,phospholipid metabolic process,BP
PLA2G2D,GO:0006654,phosphatidic acid biosynthetic process,BP
PLA2G2D,GO:0006954,inflammatory response,BP
PLA2G2D,GO:0016042,lipid catabolic process,BP
PLA2G2D,GO:0036148,phosphatidylglycerol acyl-chain remodeling,BP
PLA2G2D,GO:0036149,phosphatidylinositol acyl-chain remodeling,BP
PLA2G2D,GO:0036150,phosphatidylserine acyl-chain remodeling,BP
PLA2G2D,GO:0036151,phosphatidylcholine acyl-chain remodeling,BP
PLA2G2D,GO:0036152,phosphatidylethanolamine acyl-chain remodeling,BP
PLA2G2D,GO:0042130,negative regulation of T cell proliferation,BP
PLA2G2D,GO:0044281,small molecule metabolic process,BP
PLA2G2D,GO:0046474,glycerophospholipid biosynthetic process,BP
PLA2G2D,GO:0006629,lipid metabolic process,BP
PLA2G2D,GO:0050868,negative regulation of T cell activation,BP
PLA2G2D,GO:0005576,extracellular region,CC
PLA2G2D,GO:0016020,membrane,CC
PLA2G2D,GO:0016021,integral component of membrane,CC
PLA2G2D,GO:0004623,phospholipase A2 activity,MF
PLA2G2D,GO:0005509,calcium ion binding,MF
PLA2G2D,GO:0008201,heparin binding,MF
PLA2G2D,GO:0043395,heparan sulfate proteoglycan binding,MF
PLA2G2D,GO:0016787,hydrolase activity,MF
PLA2G2D,GO:0046872,metal ion binding,MF
PLA2G2C,GO:0006644,phospholipid metabolic process,BP
PLA2G2C,GO:0016042,lipid catabolic process,BP
PLA2G2C,GO:0005576,extracellular region,CC
PLA2G2C,GO:0004623,phospholipase A2 activity,MF
PLA2G2C,GO:0005509,calcium ion binding,MF
CAMK2N1,GO:1904030,negative regulation of cyclin-dependent protein kinase activity,BP
CAMK2N1,GO:0014069,postsynaptic density,CC
CAMK2N1,GO:0030054,cell junction,CC
CAMK2N1,GO:0030425,dendrite,CC
CAMK2N1,GO:0043025,neuronal cell body,CC
CAMK2N1,GO:0045211,postsynaptic membrane,CC
CAMK2N1,GO:0005886,plasma membrane,CC
CAMK2N1,GO:0016020,membrane,CC
CAMK2N1,GO:0043005,neuron projection,CC
CAMK2N1,GO:0045202,synapse,CC
CAMK2N1,GO:0008427,calcium-dependent protein kinase inhibitor activity,MF
CAMK2N1,GO:0019901,protein kinase binding,MF
CAMK2N1,GO:0004860,protein kinase inhibitor activity,MF
MUL1,GO:0000266,mitochondrial fission,BP
MUL1,GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,BP
MUL1,GO:0007257,activation of JUN kinase activity,BP
MUL1,GO:0010637,negative regulation of mitochondrial fusion,BP
MUL1,GO:0010821,regulation of mitochondrion organization,BP
MUL1,GO:0016567,protein ubiquitination,BP
MUL1,GO:0016925,protein sumoylation,BP
MUL1,GO:0030308,negative regulation of cell growth,BP
MUL1,GO:0031648,protein destabilization,BP
MUL1,GO:0033235,positive regulation of protein sumoylation,BP
MUL1,GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,BP
MUL1,GO:0045824,negative regulation of innate immune response,BP
MUL1,GO:0050689,negative regulation of defense response to virus by host,BP
MUL1,GO:0050821,protein stabilization,BP
MUL1,GO:0051646,mitochondrion localization,BP
MUL1,GO:0051881,regulation of mitochondrial membrane potential,BP
MUL1,GO:0051898,negative regulation of protein kinase B signaling,BP
MUL1,GO:0060339,negative regulation of type I interferon-mediated signaling pathway,BP
MUL1,GO:0071360,cellular response to exogenous dsRNA,BP
MUL1,GO:0071650,negative regulation of chemokine (C-C motif) ligand 5 production,BP
MUL1,GO:0090141,positive regulation of mitochondrial fission,BP
MUL1,GO:1901028,regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,BP
MUL1,GO:1903861,positive regulation of dendrite extension,BP
MUL1,GO:0006915,apoptotic process,BP
MUL1,GO:0007005,mitochondrion organization,BP
MUL1,GO:0031647,regulation of protein stability,BP
MUL1,GO:0005654,nucleoplasm,CC
MUL1,GO:0005737,cytoplasm,CC
MUL1,GO:0005739,mitochondrion,CC
MUL1,GO:0005777,peroxisome,CC
MUL1,GO:0016020,membrane,CC
MUL1,GO:0030424,axon,CC
MUL1,GO:0031307,integral component of mitochondrial outer membrane,CC
MUL1,GO:0043025,neuronal cell body,CC
